Programa;Área;Linha de Pesquisa;Usuário;Segmento;Domínio;Subdomínio;Classificação;Score;Status;Tipo Classificação;Feedback;Data de Processamento
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Geração e cogeração de energia;;Human Health, Life Support & Habitation;29.Human Systems Integration;29.3;NASA 2: Habitability and Environment;0.204;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Geração e cogeração de energia;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.7;NASA 3: System Transformative Health and Performance Concepts;0.197;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Geração e cogeração de energia;Amir Antonio Martins Oliveira;Propulsion Systems;3.Aero Propulsion;3.7;NASA Manual 1: Reciprocating Internal Combustion;1.0;Aprovado;Manual;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Geração e cogeração de energia;Amir Antonio Martins Oliveira;Propulsion Systems;3.Aero Propulsion;3.12;NASA Manual 2: Alternative Low Carbon Jet Fuel ;1.0;Aprovado;Manual;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Geração e cogeração de energia;Amir Antonio Martins Oliveira;Innovative Concepts & Scenarios (ICS);117.Breakthrough technologies;117.3;ACARE Manual 1: Alternative fuels;1.0;Aprovado;Manual;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Instrumentação para análise térmica de edificações;;Integrated Design & Validation (IDV);92.Development of operational research methods & tools;92.2;ACARE 1: Development of OR methods;0.387;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Instrumentação para análise térmica de edificações;;Integrated Design & Validation (IDV);91.Aeronautical Software Engineering;91.2;ACARE 2: Object-oriented analysis & design;0.334;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Instrumentação para análise térmica de edificações;;Integrated Design & Validation (IDV);92.Development of operational research methods & tools;92.3;ACARE 3: Development of OR tools;0.324;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Instrumentação para análise térmica de edificações;;Entry, Descent & Landing;39.Vehicle Systems;39.6;NASA 1: Instrumentation and Health Monitoring for EDL;0.33;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Instrumentação para análise térmica de edificações;;;56.Test and Qualification;56.7;NASA 2: Test Instruments and Sensors;0.303;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Instrumentação para análise térmica de edificações;;Materials, Structures, Mechanical Systems & Manufacturing;51.Structures;51.4;NASA 3: Tests, Tools and Methods;0.297;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Lubrificação;;Propulsion (PRO);32.Fuels and Lubricants;32.1;ACARE 1: lubricate rotating parts such as bearings and gears, to limit wear and friction;0.475;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Lubrificação;;Aerostructures (AST);11.Metallic Materials & basic processes;11.5;ACARE 2: Coatings;0.238;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Lubrificação;;Aircraft Avionics, Systems & Equipment (AVS);64.Hydraulic systems;64.2;ACARE 3: Hydraulic fluid and its conditioning;0.234;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Lubrificação;;Materials, Structures, Mechanical Systems & Manufacturing;54.Structural Dynamics;54.2;NASA 1: Vibroacoustics;0.287;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Lubrificação;;Materials, Structures, Mechanical Systems & Manufacturing;50.Materials;50.5;NASA 2: Coatings;0.261;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Lubrificação;;Human Health, Life Support & Habitation;25.Extravehicular Activity Systems;25.1;NASA 3: Pressure Garment;0.215;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Mecânica dos fluidos e transferência de calor computacional;Amir Antonio Martins Oliveira;Integrated Design & Validation (IDV);99.General Purpose Equipment;99.5;ACARE 1: Laboratory equipment, calibration equipment;0.424;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Mecânica dos fluidos e transferência de calor computacional;Amir Antonio Martins Oliveira;Aircraft Avionics, Systems & Equipment (AVS);64.Hydraulic systems;64.2;ACARE 2: Hydraulic fluid and its conditioning;0.39;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Mecânica dos fluidos e transferência de calor computacional;Amir Antonio Martins Oliveira;;74.Flight/ Ground Tests;74.5;ACARE 3: Instrumentation system: Measurement , Data Acquisition and Recording equipment, Calibration;0.367;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Mecânica dos fluidos e transferência de calor computacional;Amir Antonio Martins Oliveira;Flight Vehicle Systems;62.Aerosciences;62.7;NASA 1: Computational Fluid Dynamics (CFD) Technologies;0.359;Aprovado;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Mecânica dos fluidos e transferência de calor computacional;Amir Antonio Martins Oliveira;Propulsion Systems;3.Aero Propulsion;3.1;NASA 2: Integrated Systems and Ancillary Technologies;0.32;Aprovado;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Mecânica dos fluidos e transferência de calor computacional;Amir Antonio Martins Oliveira;Propulsion Systems;1.Chemical Propulsion;1.1;NASA 3: Integrated Systems and Ancillary Technologies;0.317;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Modelos discretos de escoamento de fluidos (Lattice-Gas);Amir Antonio Martins Oliveira;Flight Physics (FLP);3.Airflow control;3.1;ACARE 1: Computational Fluid Dynamics;0.554;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Modelos discretos de escoamento de fluidos (Lattice-Gas);Amir Antonio Martins Oliveira;;6.Aerodynamics of External and Removable items;6.1;ACARE 2: Computational Fluid Dynamics;0.543;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Modelos discretos de escoamento de fluidos (Lattice-Gas);Amir Antonio Martins Oliveira;Flight Physics (FLP);4.High Lift Devices;4.1;ACARE 3: Computational Fluid Dynamics;0.541;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Modelos discretos de escoamento de fluidos (Lattice-Gas);Amir Antonio Martins Oliveira;Flight Vehicle Systems;62.Aerosciences;62.7;NASA 1: Computational Fluid Dynamics (CFD) Technologies;0.43;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Modelos discretos de escoamento de fluidos (Lattice-Gas);Amir Antonio Martins Oliveira;Software, Modeling, Simulation & Information Processing;45.Modeling;45.4;NASA 2: Science Modeling;0.335;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Modelos discretos de escoamento de fluidos (Lattice-Gas);Amir Antonio Martins Oliveira;Software, Modeling, Simulation & Information Processing;46.Simulation;46.7;NASA 3: Multiscale, Multiphysics, and Multifidelity Simulation;0.324;Aprovado;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Modelos discretos de escoamento de fluidos (Lattice-Gas);Amir Antonio Martins Oliveira;Flight Physics (FLP);5.Wing Design;5.1;ACARE Manual 1: Computational Fluid Dynamics;1.0;Aprovado;Manual;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Radiação;Amir Antonio Martins Oliveira;Propulsion (PRO);26.Combustion;26.5;ACARE 1: radiative transfers;0.396;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Radiação;Amir Antonio Martins Oliveira;Propulsion (PRO);36.Computational Methods;36.1;ACARE 2: Physical modelling (turbulent, heat transfer, reactive flows, two-phase flows, radiative medium...);0.307;Aprovado;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Radiação;Amir Antonio Martins Oliveira;Integrated Design & Validation (IDV);84.Infra-red and Radar Signature Control;84.6;ACARE 3: Radiative transfer computation in hot gases media;0.278;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Radiação;Amir Antonio Martins Oliveira;Human Health, Life Support & Habitation;26.Human Health and Performance;26.5;NASA 1: Food Production, Processing and Preservation;0.255;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Radiação;Amir Antonio Martins Oliveira;Human Health, Life Support & Habitation;28.Radiation;28.2;NASA 2: Radiation Mitigation and Biological Countermeasures;0.227;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Radiação;Amir Antonio Martins Oliveira;Materials, Structures, Mechanical Systems & Manufacturing;54.Structural Dynamics;54.2;NASA 3: Vibroacoustics;0.227;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Refrigeração;;Aircraft Avionics, Systems & Equipment (AVS);59.Environmental control System;59.1;ACARE 1: Provision of fresh air - bleed air, ozone converter, air conditioning/cooling packs (heat exchangers, turbines, compressors, air mix chambers);0.298;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Refrigeração;;Aircraft Avionics, Systems & Equipment (AVS);60.Water and waste systems;60.5;ACARE 2: Cabin waste - solid/semi-solid/liquid, storage, compaction, avoidance of smells;0.278;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Refrigeração;;Aircraft Avionics, Systems & Equipment (AVS);59.Environmental control System;59.7;ACARE 3: Control systems - status indicators, parameter level and system warning indicators, manual regulators for emergency use;0.271;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Refrigeração;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.5;NASA 1: Food Production, Processing and Preservation;0.331;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Refrigeração;;Thermal Management Systems;60.Thermal Control Components and Systems;60.7;NASA 2: Verification and Validation of Thermal Management Systems;0.275;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Refrigeração;;Thermal Management Systems;60.Thermal Control Components and Systems;60.6;NASA 3: Heating Systems;0.264;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Reologia;;Aircraft Avionics, Systems & Equipment (AVS);53.Smart maintenance systems;53.6;ACARE 1: Self-healing and self-repairing systems and materials;0.239;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Reologia;;Integrated Design & Validation (IDV);81.System reliability;81.4;ACARE 2: Maturity;0.204;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Reologia;;;118.From Industry 4.0 to Industry 5.0;118.10;ACARE 3: Resilient;0.203;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Reologia;;;27.Environmental Monitoring, Safety and Emergency Response;27.4;NASA 1: Remediation;0.312;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Reologia;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.1;NASA 2: Medical Diagnosis and Prognosis;0.264;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Reologia;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.6;NASA 3: Long Duration Health;0.22;Em análise;Original;;
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Simulação de reservatórios de petróleo;Amir Antonio Martins Oliveira;Innovative Concepts & Scenarios (ICS);117.Breakthrough technologies;117.3;ACARE 1: Alternative fuels;0.395;Aprovado;Original;Item 117.3 melhor listar nas Linhas de Pesquisa de Combustão e de Geração e cogeração de energia;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Simulação de reservatórios de petróleo;Amir Antonio Martins Oliveira;Aircraft Avionics, Systems & Equipment (AVS);59.Environmental control System;59.4;ACARE 2: Recirculation system - CO, CO2 monitoring and removal;0.386;Em análise;Original;Item 117.3 melhor listar nas Linhas de Pesquisa de Combustão e de Geração e cogeração de energia;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Simulação de reservatórios de petróleo;Amir Antonio Martins Oliveira;Propulsion (PRO);38.Hydrogen in Aviation;38.5;ACARE 3: Auxiliary Systems and Refuelling Procedures;0.37;Em análise;Original;Item 117.3 melhor listar nas Linhas de Pesquisa de Combustão e de Geração e cogeração de energia;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Simulação de reservatórios de petróleo;Amir Antonio Martins Oliveira;Ground, Test & Surface Systems;55.Infrastructure Optimization;55.4;NASA 1: Propellant Production, Storage and Transfer;0.387;Aprovado;Original;Item 117.3 melhor listar nas Linhas de Pesquisa de Combustão e de Geração e cogeração de energia;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Simulação de reservatórios de petróleo;Amir Antonio Martins Oliveira;Propulsion Systems;3.Aero Propulsion;3.7;NASA 2: Reciprocating Internal Combustion;0.354;Aprovado;Original;Item 117.3 melhor listar nas Linhas de Pesquisa de Combustão e de Geração e cogeração de energia;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Simulação de reservatórios de petróleo;Amir Antonio Martins Oliveira;Exploration Destination Systems;30.In-Situ Resource Utilization;30.4;NASA 3: Resource Processing for Production of Manufacturing, Construction, and Energy Storage Feedstock Materials;0.349;Em análise;Original;Item 117.3 melhor listar nas Linhas de Pesquisa de Combustão e de Geração e cogeração de energia;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Tubos de calor;Amir Antonio Martins Oliveira;Aerostructures (AST);12.Non-Metallic Materials & basic processes;12.6;ACARE 1: Cordierite;0.244;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Tubos de calor;Amir Antonio Martins Oliveira;Aircraft Avionics, Systems & Equipment (AVS);60.Water and waste systems;60.4;ACARE 2: Plumbing - pipework, valves, fittings, filters;0.234;Em análise;Original;;16/07/2025 13:01
Engenharia Mecânica – POSMEC;Engenharia e Ciências Térmicas;Tubos de calor;Amir Antonio Martins Oliveira;Aerostructures (AST);12.Non-Metallic Materials & basic processes;12.5;ACARE 3: Silica;0.229;Em análise;Original;;16/07/2025 13:01
